cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-13,0.175,0.6666666666666666,,0.13636363636363635,,0.3629032258064516,0.5490196078431373,,0.68,0.4186046511627907,0.3333333333333333,,,,,,0.7037037037037037,,0.4583333333333333,0.045454545454545456,0.2962962962962963,,,0.14285714285714285,,,,0.03333333333333333,,0.2907801418439716,0.45,,,
-12,0.26229508196721313,,,0.06976744186046512,0.06060606060606061,0.27586206896551724,,,0.5671641791044776,0.5254237288135594,0.3333333333333333,,,,,0.21428571428571427,0.55,0.39,0.32608695652173914,,0.46153846153846156,,0.4722222222222222,0.0625,0.021739130434782608,0.42857142857142855,0.5084745762711864,0.0851063829787234,0.17647058823529413,0.2648401826484018,0.5309734513274337,,,
-11,0.2753623188405797,0.44642857142857145,,0.16279069767441862,,0.2576419213973799,0.5436893203883495,,0.5352112676056338,0.35714285714285715,0.35294117647058826,0.36,0.42592592592592593,,,,0.5853658536585366,0.3867924528301887,0.46,,0.46511627906976744,,,0.12195121951219512,0.03225806451612903,,0.6027397260273972,,0.10344827586206896,0.24742268041237114,0.5348837209302325,,,
-10,0.26666666666666666,0.5,,0.08163265306122448,0.10638297872340426,0.2796208530805687,0.5434782608695652,,0.5285714285714286,0.43859649122807015,0.375,0.2549019607843137,0.5128205128205128,,,0.1724137931034483,,0.35772357723577236,0.3333333333333333,,0.45454545454545453,,,0.1111111111111111,0.06896551724137931,,0.46153846153846156,,0.1388888888888889,0.2605042016806723,,,,
-9,0.2727272727272727,0.4722222222222222,,0.02127659574468085,0.08,0.3526315789473684,0.5317073170731708,0.125,0.3939393939393939,0.3958333333333333,0.32142857142857145,0.4318181818181818,,,,,0.6486486486486487,0.408,0.3541666666666667,0.05405405405405406,,,0.28125,0.12307692307692308,0.05714285714285714,0.3333333333333333,,0.020833333333333332,0.18,0.2796208530805687,0.4423076923076923,0.09090909090909091,,
-8,0.3076923076923077,0.5806451612903226,,0.06976744186046512,0.06896551724137931,0.32,0.5752688172043011,,0.5555555555555556,0.46153846153846156,0.3333333333333333,0.3,0.5517241379310345,,,,0.6571428571428571,0.37349397590361444,0.5,,0.4594594594594595,0.3157894736842105,0.46875,0.09090909090909091,,0.2727272727272727,0.6206896551724138,0.018867924528301886,0.06818181818181818,0.2511415525114155,0.3939393939393939,0.125,,
-7,,,,0.04,0.08695652173913043,0.2679738562091503,0.5673076923076923,,0.42592592592592593,0.23770491803278687,0.2857142857142857,0.1927710843373494,,,,0.1774193548387097,0.5833333333333334,0.422680412371134,0.7391304347826086,,0.359375,,0.4230769230769231,0.13793103448275862,0.05263157894736842,0.42857142857142855,0.509090909090909,0.019230769230769232,0.17647058823529413,0.24431818181818182,0.49122807017543857,0.2,,0.04878048780487805
-6,0.3424657534246575,0.34545454545454546,,0.13432835820895522,0.09090909090909091,0.2801418439716312,0.49117647058823527,,0.4215686274509804,0.36507936507936506,0.11428571428571428,0.15270935960591134,0.5428571428571428,,,0.205607476635514,,0.4697986577181208,0.5,0.023809523809523808,0.24444444444444444,0.42424242424242425,0.3584905660377358,0.09302325581395349,,0.375,0.6105263157894737,0.03488372093023256,0.18032786885245902,0.28444444444444444,0.45098039215686275,0.2,,0.0967741935483871
-5,0.29411764705882354,,0.25,0.046511627906976744,0.08823529411764706,0.224,0.44768856447688565,,0.5496688741721855,0.20863309352517986,0.15384615384615385,0.14356435643564355,0.5094339622641509,,0.5,0.21686746987951808,0.5102040816326531,0.44025157232704404,0.4,,0.3333333333333333,0.2926829268292683,0.4588235294117647,0.14705882352941177,0.06382978723404255,0.5,0.5543478260869565,,0.1956521739130435,0.24,0.5244755244755245,,,
-4,0.3048780487804878,0.6216216216216216,0.25,0.022727272727272728,0.045454545454545456,0.3016393442622951,0.4670487106017192,0.1,0.46616541353383456,0.2826086956521739,0.27450980392156865,0.12631578947368421,0.547945205479452,,,0.23711340206185566,0.5714285714285714,0.4444444444444444,0.5192307692307693,,0.4605263157894737,0.47619047619047616,0.415929203539823,0.18604651162790697,0.0784313725490196,0.42857142857142855,0.5585585585585585,0.0136986301369863,0.17647058823529413,0.2886178861788618,0.5359477124183006,0.14285714285714285,,0.09090909090909091
-3,0.3793103448275862,0.5,,,0.06818181818181818,0.2128060263653484,0.41964285714285715,,0.593103448275862,0.313953488372093,0.1875,0.16483516483516483,0.5,,,0.14655172413793102,0.6825396825396826,0.5,0.43478260869565216,,0.3870967741935484,0.25,0.4180327868852459,0.125,0.03125,0.4,0.6973684210526315,0.046153846153846156,0.06521739130434782,0.2565217391304348,0.5126582278481012,,,0.06060606060606061
-2,0.30158730158730157,0.37777777777777777,,0.06060606060606061,0.12903225806451613,0.24253731343283583,0.4717514124293785,,0.5035460992907801,0.3669724770642202,,0.13924050632911392,,0.3333333333333333,,0.20754716981132076,0.5409836065573771,0.5157894736842106,0.4666666666666667,0.037037037037037035,0.44285714285714284,,0.42342342342342343,0.18181818181818182,0.07894736842105263,,0.5714285714285714,0.017543859649122806,0.125,0.28888888888888886,0.4961832061068702,0.16666666666666666,0.47368421052631576,
-1,0.32142857142857145,,,,0.17391304347826086,0.25853658536585367,0.47058823529411764,,0.5352112676056338,0.3490566037735849,0.2571428571428571,0.2152777777777778,0.5,,,0.22807017543859648,0.6666666666666666,0.4953271028037383,0.5,,0.35135135135135137,,0.49,0.14285714285714285,0.06818181818181818,,0.5166666666666667,0.09090909090909091,0.09523809523809523,0.34513274336283184,0.44537815126050423,,,
0,0.2,,,0.05405405405405406,0.06451612903225806,0.2948328267477204,0.4798994974874372,,0.5698324022346368,0.29411764705882354,,0.13541666666666666,,,,0.2159090909090909,0.5961538461538461,0.5046728971962616,0.3170731707317073,0.02857142857142857,0.36,0.38095238095238093,0.42045454545454547,0.17647058823529413,0.041666666666666664,0.4166666666666667,0.6338028169014085,0.04225352112676056,0.2222222222222222,0.30739299610894943,0.5174825174825175,,,
