cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-13,0.75,0.3,,0.7272727272727273,,0.5806451612903226,0.4411764705882353,,0.28,0.4883720930232558,0.38095238095238093,,,,,,0.25925925925925924,,0.375,0.2727272727272727,0.6296296296296297,,,0.6071428571428571,,,,0.43333333333333335,,0.6524822695035462,0.47,,,
-12,0.6885245901639344,,,0.7209302325581395,0.9090909090909091,0.6379310344827587,,,0.3582089552238806,0.4576271186440678,0.625,,,,,0.7142857142857143,0.4,0.58,0.5869565217391305,,0.47692307692307695,,0.4722222222222222,0.7708333333333334,0.8913043478260869,0.14285714285714285,0.4745762711864407,0.3829787234042553,0.803921568627451,0.6575342465753424,0.4336283185840708,,,
-11,0.6956521739130435,0.5178571428571429,,0.6976744186046512,,0.6855895196506551,0.4368932038834951,,0.38028169014084506,0.5952380952380952,0.6176470588235294,0.62,0.5555555555555556,,,,0.34146341463414637,0.5471698113207547,0.5,,0.5116279069767442,,,0.6829268292682927,0.9354838709677419,,0.3698630136986301,,0.8793103448275862,0.6529209621993127,0.4418604651162791,,,
-10,0.6444444444444445,0.4090909090909091,,0.6938775510204082,0.8085106382978723,0.6303317535545023,0.43478260869565216,,0.45714285714285713,0.47368421052631576,0.5833333333333334,0.6862745098039216,0.46153846153846156,,,0.7931034482758621,,0.6260162601626016,0.5897435897435898,,0.5272727272727272,,,0.6,0.8620689655172413,,0.5230769230769231,,0.7777777777777778,0.6554621848739496,,,,
-9,0.6909090909090909,0.5,,0.7659574468085106,0.82,0.5578947368421052,0.44390243902439025,0.75,0.5303030303030303,0.5416666666666666,0.6428571428571429,0.5454545454545454,,,,,0.32432432432432434,0.56,0.5208333333333334,0.2702702702702703,,,0.625,0.6461538461538462,0.8,0.2222222222222222,,0.3958333333333333,0.78,0.6682464454976303,0.5,0.7272727272727273,,
-8,0.6538461538461539,0.3548387096774194,,0.7674418604651163,0.8620689655172413,0.6114285714285714,0.3978494623655914,,0.3148148148148148,0.5,0.6060606060606061,0.6666666666666666,0.43103448275862066,,,,0.2571428571428571,0.6144578313253012,0.40625,,0.5135135135135135,0.631578947368421,0.5,0.75,,0.5454545454545454,0.3620689655172414,0.5094339622641509,0.8409090909090909,0.680365296803653,0.5454545454545454,0.75,,
-7,,,,0.78,0.8695652173913043,0.6209150326797386,0.4230769230769231,,0.4444444444444444,0.6721311475409836,0.6190476190476191,0.7710843373493976,,,,0.7419354838709677,0.36666666666666664,0.5360824742268041,0.21739130434782608,,0.5625,,0.5384615384615384,0.6896551724137931,0.8421052631578947,0.42857142857142855,0.4727272727272727,0.4230769230769231,0.7647058823529411,0.6704545454545454,0.49122807017543857,0.6,,0.9024390243902439
-6,0.6438356164383562,0.6,,0.7164179104477612,0.8181818181818182,0.6666666666666666,0.4970588235294118,,0.47058823529411764,0.5555555555555556,0.8571428571428571,0.812807881773399,0.4,,,0.7570093457943925,,0.5234899328859061,0.4032258064516129,0.30952380952380953,0.6888888888888889,0.5454545454545454,0.5943396226415094,0.6511627906976745,,0.5,0.3684210526315789,0.45348837209302323,0.7704918032786885,0.6266666666666667,0.48366013071895425,0.6,,0.8709677419354839
-5,0.6764705882352942,,0.25,0.7674418604651163,0.8088235294117647,0.712,0.5304136253041363,,0.33774834437086093,0.7194244604316546,0.7948717948717948,0.801980198019802,0.4716981132075472,,0.25,0.7590361445783133,0.3877551020408163,0.5283018867924528,0.4666666666666667,,0.6,0.6829268292682927,0.5176470588235295,0.7352941176470589,0.7659574468085106,0.25,0.40217391304347827,,0.717391304347826,0.65,0.45454545454545453,,,
-4,0.6585365853658537,0.32432432432432434,0.5,0.8181818181818182,0.9090909090909091,0.6295081967213115,0.504297994269341,0.85,0.39849624060150374,0.5942028985507246,0.6470588235294118,0.8210526315789474,0.4246575342465753,,,0.7216494845360825,0.375,0.4691358024691358,0.36538461538461536,,0.5,0.47619047619047616,0.5132743362831859,0.5813953488372093,0.8823529411764706,0.2857142857142857,0.4144144144144144,0.4657534246575342,0.7843137254901961,0.6138211382113821,0.42483660130718953,0.7142857142857143,,0.8484848484848485
-3,0.603448275862069,0.4523809523809524,,,0.8863636363636364,0.7212806026365348,0.5476190476190477,,0.31724137931034485,0.6046511627906976,0.71875,0.8076923076923077,0.475,,,0.8017241379310345,0.2857142857142857,0.45614035087719296,0.4782608695652174,,0.5645161290322581,0.7,0.5491803278688525,0.625,0.875,0.4,0.27631578947368424,0.38461538461538464,0.8695652173913043,0.6391304347826087,0.4177215189873418,,,0.9090909090909091
-2,0.6825396825396826,0.5777777777777777,,0.7272727272727273,0.7419354838709677,0.6604477611940298,0.4971751412429379,,0.3404255319148936,0.5321100917431193,,0.8227848101265823,,0.3333333333333333,,0.7547169811320755,0.3770491803278688,0.4421052631578947,0.4444444444444444,0.4074074074074074,0.5142857142857142,,0.4954954954954955,0.6363636363636364,0.8947368421052632,,0.41836734693877553,0.49122807017543857,0.825,0.5955555555555555,0.45038167938931295,0.5,0.47368421052631576,
-1,0.6428571428571429,,,,0.6521739130434783,0.6341463414634146,0.5098039215686274,,0.352112676056338,0.5943396226415094,0.7142857142857143,0.7569444444444444,0.48,,,0.7192982456140351,0.26666666666666666,0.45794392523364486,0.40476190476190477,,0.581081081081081,,0.49,0.6428571428571429,0.7727272727272727,,0.43333333333333335,0.42424242424242425,0.8571428571428571,0.5663716814159292,0.48739495798319327,,,
