cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI
-12,304,553,42,131,42,520,357,19,54,385,93,111,235,7,78,72,1,415,31,0,354,70,105,169,93,1,174,143,156,475,133,1,79
-11,337,612,31,127,49,515,423,12,63,384,102,91,234,16,73,71,0,449,22,0,291,60,130,164,99,6,207,169,139,497,103,0,103
-10,314,634,44,109,41,446,365,13,66,408,94,101,232,17,64,108,2,411,26,0,302,60,132,195,106,4,158,132,158,467,114,1,78
-9,356,579,41,131,42,514,346,12,54,434,106,84,211,16,75,109,1,412,24,0,272,60,102,170,70,11,201,151,151,441,119,1,78
-8,272,429,38,88,35,315,268,12,55,316,80,70,189,7,56,65,0,325,15,0,212,46,86,111,62,7,126,100,106,321,88,2,73
-7,289,451,53,132,35,382,314,17,59,316,82,88,168,12,61,55,0,394,23,0,192,41,109,139,61,1,128,131,149,491,138,0,73
-6,343,597,58,147,48,506,366,23,83,388,109,102,205,15,75,91,0,475,22,0,243,82,109,218,77,2,175,176,147,504,108,3,102
-5,366,604,46,188,46,449,338,18,83,425,94,107,249,15,78,72,1,412,26,0,338,54,129,158,92,4,199,152,142,431,98,3,65
-4,369,545,46,209,50,500,393,14,86,432,80,115,175,11,81,54,1,328,23,0,317,85,130,149,81,2,185,165,146,430,88,8,86
-3,302,481,38,210,39,818,378,8,63,341,90,90,174,3,74,105,0,317,13,0,271,76,118,171,73,2,190,145,116,457,105,12,98
-2,326,427,43,215,40,399,391,16,74,344,74,104,172,8,66,80,0,273,17,0,263,56,98,147,92,5,166,146,111,409,82,13,85
-1,301,498,36,164,41,471,334,19,85,324,88,75,141,10,68,82,0,256,25,0,276,71,91,181,78,7,181,141,128,398,84,10,71
0,243,454,47,193,43,476,326,6,83,336,87,84,127,6,66,80,0,303,19,0,307,82,92,111,99,2,167,144,122,425,96,8,71
1,331,533,45,158,44,469,379,15,92,422,94,113,191,16,69,99,1,374,22,7,289,89,107,152,104,3,204,141,150,538,121,11,98
2,414,511,57,186,43,511,380,19,100,364,115,117,170,26,67,116,1,375,42,21,347,81,121,183,77,6,182,135,145,504,137,13,97
3,358,532,38,196,44,497,358,22,86,374,97,95,188,26,83,114,2,452,20,24,333,82,108,158,107,9,201,151,148,495,84,11,91
4,417,378,39,186,50,501,317,21,111,404,108,95,182,20,78,96,2,490,29,30,351,72,122,152,82,5,160,145,132,526,116,12,86
5,407,350,43,183,37,484,287,14,119,353,81,99,199,25,64,105,2,509,24,19,349,97,106,145,100,4,98,140,157,466,111,20,78
6,341,411,47,184,44,475,343,21,114,343,84,126,190,29,90,109,3,499,24,24,296,72,95,157,77,9,116,139,124,457,130,18,81
7,355,355,32,186,44,505,302,21,131,399,91,87,192,17,64,104,1,488,24,17,287,84,145,161,90,9,84,169,160,442,112,14,84
8,420,363,44,198,37,430,362,13,77,399,91,97,186,23,87,119,1,471,24,17,277,82,117,154,137,9,117,127,169,524,101,16,74
9,322,351,35,195,23,440,292,9,104,359,79,85,130,31,66,91,1,409,10,13,280,71,123,140,109,9,91,129,155,600,95,10,88
10,323,295,29,179,33,396,284,19,131,358,73,102,183,25,72,83,1,404,20,16,300,91,109,171,120,6,105,144,130,497,91,13,100
11,316,267,39,148,22,336,267,22,89,324,74,69,135,31,70,106,0,468,13,25,246,70,91,138,93,4,107,118,156,490,96,23,74
12,307,256,46,148,27,358,243,21,90,313,69,106,121,35,65,65,0,451,15,20,198,67,63,136,111,4,77,83,123,376,97,23,59
13,358,257,34,181,30,369,258,13,124,284,64,90,131,30,48,114,2,512,12,23,232,63,83,115,115,11,94,127,125,422,102,20,66
14,430,272,34,194,36,414,309,16,110,370,82,114,171,39,71,84,2,515,20,19,241,62,106,105,117,6,127,122,138,406,98,31,77
15,440,365,49,199,29,437,330,20,116,392,87,104,181,38,82,109,0,554,19,25,262,67,99,83,128,20,118,117,143,484,84,20,89
16,422,295,36,200,30,418,341,18,95,390,87,85,202,50,73,134,1,525,25,21,246,65,119,59,140,6,117,104,135,465,99,17,80
17,447,339,48,205,49,432,341,9,101,346,72,121,196,44,66,90,0,561,21,20,267,57,94,167,152,9,136,114,142,459,117,22,79
18,463,327,33,220,29,492,347,10,114,356,79,113,212,46,63,118,1,557,18,18,288,60,114,105,192,24,120,108,120,461,90,16,101
19,398,372,34,204,31,442,388,17,103,304,51,101,162,17,58,96,3,546,36,31,267,60,91,145,157,27,77,117,119,492,80,22,77
20,411,363,34,210,18,407,421,14,127,357,32,122,175,17,76,87,3,518,44,28,268,64,98,141,163,29,135,138,132,403,86,20,81
21,397,347,36,208,1,390,326,16,80,330,26,102,152,22,86,101,0,589,35,19,266,67,129,156,194,37,115,104,145,420,80,17,85
22,391,285,37,212,3,366,338,13,122,294,28,75,171,25,62,92,0,514,28,16,269,49,100,128,190,17,118,131,98,420,101,15,81
23,369,287,37,170,2,322,267,25,90,294,28,66,134,32,66,80,0,495,30,26,232,63,102,108,200,22,115,107,144,415,87,15,61
24,328,261,39,173,5,328,297,15,87,253,31,72,148,17,78,59,0,467,25,29,252,44,88,120,197,17,132,116,121,372,80,13,72
25,314,198,37,161,8,324,233,8,81,211,34,84,113,25,70,63,2,440,25,28,210,38,72,110,151,17,115,112,118,300,60,19,62
26,310,253,41,163,17,298,317,11,92,259,30,47,106,30,51,75,3,513,36,15,243,50,91,117,175,18,129,99,119,323,87,23,83
27,325,245,33,166,16,278,304,11,111,200,34,53,174,31,61,94,1,424,33,14,211,58,103,128,217,19,111,86,111,390,75,27,69
28,261,246,31,158,20,256,313,16,98,265,25,63,130,31,61,90,1,475,24,13,255,39,120,121,166,15,154,81,120,378,70,23,60
