cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,ME,MI,MO,MS,MT,NC,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WY
-19,0.48808654848800836,0.44426961358313816,0.5587928153717627,0.4844994145199063,0.4646101789190692,0.5475160652496293,0.46641245157270195,0.3814031180400891,0.3690867794486215,0.4534202021876036,0.45101137800252844,0.5089691558441559,0.5239090717447825,0.6260162601626016,,0.5404761904761904,0.44330601092896177,0.4416528239202658,0.5457875457875457,0.46367635693478393,0.5442073170731707,0.42520335536349774,0.40705614567526555,0.2952282547435657,0.6113333333333333,0.46359743040685225,0.4094776414721013,0.37938897027550683,0.6019771998574991,0.35239979896971985,0.40018714909544606,0.492920634920635,0.4174714403486044,0.542607078738138,0.3406692406692407,0.4530910609857979,0.5846047156726768
-18,0.3966414380321665,0.3700353645266594,0.3811154598825832,0.39944950387386163,0.3819191249585681,0.4610909479077711,0.4119537275064267,0.29011957205789807,0.3104923325262308,0.39488,0.3668788616363977,0.5,0.4150979201457416,0.5554621848739496,,0.4540816326530613,0.370980870980871,0.33686755952380953,0.44349680170575695,0.3936703554661301,0.4136497064579256,0.32521428571428573,0.30306752330561854,0.34231785497704237,0.5106757649130531,0.389891395154553,0.3677100053504548,0.35130982217448387,0.5352011494252874,0.25402126499454747,0.3543536260004851,0.4705975173574585,0.350955606628765,0.5174497555676263,0.2550346129641284,0.4194490056559022,0.638592750533049
-17,0.39722104369961814,0.36572984401803166,0.38551518168242904,0.3931640498804678,0.4105738993710692,0.46752126925730053,0.39372597262801784,0.3138899359215982,0.32740198552919403,0.3950579862941487,0.374031007751938,0.4119466460467814,0.4296063061476132,0.4368131868131868,,0.45738636363636365,0.4025974025974026,0.3292454596517506,0.47924710424710426,0.3966563499791348,0.4081632653061224,0.28608021077283374,0.3525849720015627,0.3188077093665578,0.5342136854741897,0.3814070767195767,0.35555073093067013,0.3283179911442554,0.5514646869983949,0.28772491821155943,0.3956720619282196,0.4563955693801684,0.3414721723518851,0.4852157469485989,0.28543885420492104,0.40621230398069963,0.5510912698412699
-16,0.3820121786926766,0.3495130318205118,0.43221367867260224,0.36263148238747556,0.37433337115624643,0.4558610038610038,0.3740684869512747,0.3269159226190476,0.3171623598244759,0.3860666700961984,0.380307467057101,0.4322391344214194,0.43738738738738736,0.46851503759398494,,0.4497978436657682,0.35284933645589384,0.3688885626192923,0.42815614617940195,0.39880677317137575,0.3700516351118761,0.29056173367550614,0.2914656771799629,0.30292180743444286,0.5067340067340067,0.37792132982225146,0.3443121693121693,0.32714777688949015,0.46209709510545166,0.28866758241758245,0.337186565447435,0.448987076493189,0.3367748028280456,0.4605275756415167,0.26979239971850805,0.3653184165232358,0.6191654879773691
-15,0.34550189938989295,0.3411033163265306,0.44356411506582155,0.3599615176883608,0.36245547230070013,0.43776388842714187,0.36051682318552153,0.2692466035405517,0.2861354447439353,0.38010486378247355,0.3235813645396335,0.4440273791123868,0.44636569416498995,0.4307359307359307,,0.5037746806039489,0.34948174853537634,0.3295194508009153,0.44357142857142856,0.3636907784952478,0.3857688113413304,0.302887537993921,0.25763941940412527,0.2788437732111909,0.5005668934240363,0.369471276054906,0.322576158019196,0.3214461820231051,0.4773371104815864,0.25370919881305637,0.35217755443886095,0.3870351989005115,0.32401328903654486,0.4540731504571904,0.26035451035451035,0.41177801919246787,0.4658848614072495
-14,0.5826930373743123,0.520713617533075,0.5794789227166276,0.48664529914529914,0.5238994389296504,0.6391769526507487,0.5505834025258926,0.45990566037735847,0.3810767590618337,0.7288949840685872,0.5427083333333333,0.8213693059557242,0.6309061937092975,0.8342318059299192,,0.7145238095238096,0.7291313199864269,0.6863280367497553,0.5097402597402598,0.5282586842399195,0.5677179962894249,0.4365079365079365,0.4656115346370566,0.4630870117049781,0.6684253246753247,0.582339707536558,0.4755941732685918,0.46356542617046814,0.6697027804410355,0.5257184506455644,0.5141738157403953,0.6558177773479059,0.5038823451997104,0.7731965615030131,0.3251231527093596,0.5465536409116176,0.6433092224231465
-13,0.4217890860047723,0.3712124110490474,0.493734335839599,0.3707368981111998,0.42859693877551025,0.5819736227824464,0.45675929946446664,0.3568309419837804,0.3332432432432432,0.4401212705386564,0.4047201336675021,0.45579077291343295,0.6372572582195731,0.6145238095238096,,0.42981520966595593,0.3829063751668892,0.36111585782638417,0.39935064935064934,0.47774524317499023,0.4322157434402332,0.6084644430459408,0.33261725742928755,0.36116956697693237,0.578781512605042,0.48698879551820734,0.39325670027046966,0.35299660761402185,0.5027789213668177,0.3162337662337662,0.38759611493322543,0.49645930201485755,0.39244339125855715,0.5231685582965951,0.3047729532648326,0.40313402412094446,0.6471600688468159
-12,0.42624033906756414,0.3649141440963002,0.4608091024020228,0.32158439291947144,0.4028336111383469,0.519052988995737,0.43147016859916,0.35985644257703087,0.467528023983316,0.4080973900212118,0.518165207784482,0.43471576999440986,0.523882945248584,0.5578917050691244,0.6746490503715937,0.40599730458221023,0.4056765563368205,0.3559580230196344,0.3778957528957529,0.39876240733760526,0.346579476861167,0.31527093596059114,0.2892713711990821,0.35613750829656815,0.5102880658436214,0.3894785254369207,0.33554894179894185,0.3582189737470167,0.5226844583987441,0.3219254150105214,0.3763777825805057,0.46777177006260673,0.3683385387207043,0.5289429135709584,0.3161316211878009,0.38171728971962615,0.4721840659340659
-11,0.4141536237663244,0.37023496240601506,0.42308519793459554,0.41426430712145,0.388150817555938,0.5001920122887865,0.4010960053348248,0.4084067026412951,0.27342052313883297,0.4022294444977454,0.39838752665245203,0.44319746626273754,0.5214598311972491,0.6628233970753656,0.4000740192450037,0.3964098728496634,0.3991348713398403,0.3486209778520685,0.4026418786692759,0.3898557055491362,0.42495748299319724,0.3305988086529418,0.31877587991718426,0.3503319135873527,0.5536991620682608,0.39338235294117646,0.3467494419642857,0.32104354319316747,0.49480214621059687,0.3025533788245653,0.3597862767154106,0.4603724178062264,0.36720704556367034,0.5322906403940887,0.27793250327653996,0.42120765832106033,0.5339635854341737
-10,0.41670045102113207,0.3589408087958431,0.40771728271728275,0.3859919777846344,0.411123012741008,0.3354132097097011,0.4098576700052715,0.33035714285714285,0.2663738386532978,0.40332574914072716,0.39739960500329163,0.44981690227286675,0.4932528409090909,0.5933179723502304,0.3789377289377289,0.3454332552693209,0.3687357371063441,0.37598347757671124,0.3327922077922078,0.40655577299412915,0.4075757575757576,0.33008086253369273,0.3357826384142174,0.34020044543429845,0.5601949978804578,0.39490145373217783,0.33743227830054173,0.32563920454545453,0.4730511003356956,0.27792568256485783,0.3593235123085869,0.4769096584649284,0.3856179233919538,0.5891151332327803,0.42760290556900726,0.3788767475494135,0.5899014778325123
