cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI,WV
-12,1206,1845,116,450,430,1420,2607,62,322,1381,759,3753,765,11,69,481,750,15,1796,37,14,828,125,1084,232,1138,30,399,164,915,637,965,199,287,576
-11,1246,1934,94,386,418,1990,2427,109,330,1283,598,3635,772,8,74,442,718,23,1404,41,27,797,119,1145,243,1065,29,418,155,840,603,939,175,262,342
-10,1213,1958,77,372,408,2279,2496,121,240,1326,554,3497,735,11,52,455,696,16,1109,25,35,742,112,1131,212,1294,31,336,181,791,577,931,319,299,696
-9,1218,1913,81,336,349,1537,2646,106,276,1221,505,3431,652,15,66,471,739,17,1272,31,28,784,132,1085,170,1262,31,392,160,790,529,896,295,334,619
-8,1073,1741,107,328,362,1121,2048,92,275,1087,517,3057,625,11,45,379,707,17,1036,34,33,660,102,1051,143,1155,25,370,160,672,502,829,277,285,502
-7,896,1580,85,315,389,1181,1877,73,278,1019,426,3085,623,13,52,401,719,21,947,34,23,732,129,962,161,1208,24,345,151,757,491,769,240,274,493
-6,1026,1818,104,343,441,1873,2385,98,332,1196,591,3391,698,13,89,428,645,27,1448,38,47,833,176,1085,176,1232,27,359,174,764,595,911,324,251,446
-5,937,1911,141,360,409,1710,2445,99,334,1221,649,3747,718,12,99,396,771,16,1506,45,210,731,161,979,190,1228,35,351,140,906,622,890,313,305,595
-4,1353,1858,99,290,376,1557,2975,106,342,1163,631,3672,675,17,72,431,714,21,1615,45,329,832,161,924,167,1000,23,418,144,927,720,896,298,267,613
-3,1018,1798,117,242,407,1710,2753,93,362,1249,583,3667,742,11,95,437,800,18,1911,29,361,777,135,1252,173,1208,44,381,182,930,854,931,335,281,536
-2,1207,1722,96,265,337,1660,2855,102,377,1212,596,3524,712,13,72,418,800,16,1853,22,465,862,128,1149,167,1182,42,340,187,920,927,934,346,271,492
-1,1087,1876,91,245,393,1615,2785,78,412,1210,551,3704,755,12,97,395,753,16,1907,45,397,755,133,1240,158,1190,37,602,189,883,808,921,352,352,581
0,1127,1748,98,254,368,1467,2656,97,424,1154,567,3328,720,15,59,361,697,17,1714,40,313,712,116,1103,158,1203,22,432,204,831,779,815,362,332,484
1,1130,1716,103,258,402,1510,2785,135,407,1279,553,3722,742,14,83,481,761,17,1720,39,353,738,145,1261,173,1312,22,406,196,1014,808,943,387,301,559
2,1128,1654,100,253,379,1518,2676,105,405,1214,574,3352,1144,8,106,421,750,19,1824,38,428,752,130,1198,191,1198,34,433,170,899,805,859,387,268,592
3,1043,1710,74,258,342,1301,2494,111,386,1142,522,3153,751,16,99,405,691,20,1470,31,335,632,139,1154,133,1306,24,420,171,858,776,793,381,284,635
4,974,1514,117,232,327,1418,2738,100,371,1090,576,3031,623,7,85,354,653,15,1676,33,322,594,124,1093,158,1154,22,425,174,899,742,793,406,273,638
5,956,1301,98,213,326,1252,2340,107,332,1065,509,2847,528,7,75,371,582,17,1613,26,322,572,132,970,139,1146,40,350,155,778,614,786,314,245,556
6,761,1103,99,236,330,1214,2111,78,342,814,431,2334,504,6,72,320,541,19,1331,31,323,531,128,924,102,1093,21,337,175,639,509,600,342,248,508
7,1024,1546,107,236,388,1431,2708,79,329,1085,532,3212,641,14,81,428,718,16,1689,31,387,569,130,1103,120,1273,38,402,169,766,615,846,362,272,579
8,1149,1487,91,249,337,1476,2678,80,355,1103,525,3201,612,10,76,347,821,17,1788,43,358,567,123,1007,118,1158,42,396,148,850,709,820,340,251,630
