cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI
-12,0.05295774647887324,0.03729678036340452,0.08637873754152824,0.05013927576601671,0.028077753779697623,0.053834586466165416,0.03271784904437966,0.043478260869565216,0.053763440860215055,0.06519823788546256,0.02738095238095238,0.04505813953488372,0.03949044585987261,0.04285714285714286,0.05934065934065934,0.026748971193415638,0.0,0.043209876543209874,0.01910828025477707,0.0,0.04249485949280329,0.06852248394004283,0.05931198102016608,0.05946601941747573,0.01519213583556747,0.0,0.05289421157684631,0.1658291457286432,0.02474108170310702,0.0438556418455916,0.07060333761232349,0.003424657534246575,0.03954802259887006
-11,0.06058921623123958,0.038980509745127435,0.061016949152542375,0.057813911472448055,0.0327683615819209,0.05978934324659232,0.025760397268777158,0.03488372093023256,0.033766233766233764,0.058922558922558925,0.04452054794520548,0.04428571428571428,0.039190897597977246,0.02197802197802198,0.07510729613733906,0.03424657534246575,0.0,0.04133333333333333,0.037267080745341616,0.0,0.04111955770559779,0.04680851063829787,0.04823529411764706,0.06343283582089553,0.018048990116029222,0.0,0.04580896686159844,0.1544461778471139,0.025594149908592323,0.0472910927456382,0.04825737265415549,0.002932551319648094,0.0661625708884688
-10,0.06271576524741082,0.036924939467312345,0.0946372239747634,0.05191489361702128,0.010477299185098952,0.048646907216494846,0.031175872585564215,0.019417475728155338,0.05384615384615385,0.05795950774116713,0.032806804374240585,0.03245749613601236,0.042876901798063624,0.01904761904761905,0.05835010060362173,0.02711864406779661,0.030303030303030304,0.0329493704795071,0.04054054054054054,0.0,0.041857423152387184,0.048723897911832945,0.05281285878300804,0.06108597285067873,0.019021739130434784,0.0,0.03806584362139918,0.17921146953405018,0.026119402985074626,0.04634495938843765,0.06143790849673202,0.007462686567164179,0.047080979284369114
-9,0.050415512465373964,0.030854674483184203,0.06711409395973154,0.05765765765765766,0.016646848989298454,0.051842598376014994,0.03115775664152181,0.09090909090909091,0.07547169811320754,0.05711987127916331,0.03745743473325766,0.03685092127303183,0.03287671232876712,0.05263157894736842,0.06756756756756757,0.03146853146853147,0.0,0.04116546377973804,0.06474820143884892,0.0,0.04397834912043302,0.07249466950959488,0.07445442875481387,0.060674157303370786,0.013951170901843548,0.0,0.05487228003784295,0.1847649918962723,0.02416918429003021,0.050930460333006855,0.06258692628650904,0.0072992700729927005,0.04734848484848485
-8,0.06042296072507553,0.029448885149347917,0.0933852140077821,0.06375442739079103,0.016973125884016973,0.04482758620689655,0.024811696942844484,0.030927835051546393,0.04234527687296417,0.0430327868852459,0.037552155771905425,0.021645021645021644,0.03716814159292035,0.04878048780487805,0.042492917847025496,0.02044989775051125,0.0,0.03837798696596669,0.014705882352941176,0.0,0.042437923250564336,0.054945054945054944,0.05837173579109063,0.037821482602118005,0.014462809917355372,0.0,0.06646971935007386,0.17381489841986456,0.028716216216216218,0.05184705119896306,0.054385964912280704,0.004098360655737705,0.07579462102689487
-7,0.05510752688172043,0.03304543747653023,0.11598746081504702,0.06381039197812215,0.023977433004231313,0.05146198830409357,0.027334043308484202,0.034782608695652174,0.06042296072507553,0.054240631163708086,0.0326975476839237,0.033073929961089495,0.0426179604261796,0.0684931506849315,0.052256532066508314,0.01627906976744186,0.0,0.04258777633289987,0.03424657534246575,0.0,0.04067796610169491,0.04950495049504951,0.061079545454545456,0.07225433526011561,0.011692307692307693,0.0,0.04057591623036649,0.1801470588235294,0.03466076696165192,0.04246935201401051,0.050746268656716415,0.0031545741324921135,0.05263157894736842
-6,0.054831704668838216,0.030760301799187463,0.08157099697885196,0.06772009029345373,0.021169354838709676,0.057796508127633955,0.028908554572271386,0.03333333333333333,0.07218683651804671,0.05171748359706677,0.04909819639278557,0.030985915492957747,0.04011259676284307,0.10891089108910891,0.055776892430278883,0.034482758620689655,0.0,0.033358798064680416,0.049019607843137254,0.0,0.0386589120766336,0.0673758865248227,0.06912991656734208,0.05555555555555555,0.011155734047300312,0.0,0.03857280617164899,0.16234652114597545,0.022502744237102086,0.05632502308402586,0.049399198931909215,0.009195402298850575,0.07734806629834254
-5,0.04849412965798877,0.029893647599885026,0.07530120481927711,0.07618283881315156,0.026260504201680673,0.04669140383426098,0.025596276905177427,0.024193548387096774,0.07692307692307693,0.051933282789992416,0.035106382978723406,0.0480225988700565,0.031154551007941355,0.06593406593406594,0.07086614173228346,0.027450980392156862,0.034482758620689655,0.03712035995500562,0.03684210526315789,0.0,0.04778051787916153,0.06567796610169492,0.051341890315052506,0.04988913525498891,0.012329931972789115,0.0,0.044912923923006415,0.17739403453689168,0.02672209026128266,0.046411483253588515,0.06301369863013699,0.00684931506849315,0.06324110671936758
-4,0.05158936946326212,0.02459763133920437,0.08275862068965517,0.06938775510204082,0.027745664739884393,0.04954823666569513,0.02940266171463943,0.049586776859504134,0.0737913486005089,0.05598755832037325,0.02142051860202931,0.033012379642365884,0.03867791842475387,0.01694915254237288,0.0700218818380744,0.010958904109589041,0.034482758620689655,0.046857142857142854,0.03296703296703297,0.0,0.04916387959866221,0.07851239669421488,0.047619047619047616,0.047619047619047616,0.017467248908296942,0.0,0.05060918462980318,0.17391304347826086,0.021991447770311544,0.056029882604055496,0.05063291139240506,0.01256281407035176,0.05451127819548872
-3,0.04280821917808219,0.025903421810041575,0.06093189964157706,0.05555555555555555,0.0196078431372549,0.03144246353322528,0.0348721355031551,0.047058823529411764,0.08192090395480225,0.04725738396624472,0.02654867256637168,0.032467532467532464,0.031386861313868614,0.13333333333333333,0.05,0.03821656050955414,0.038461538461538464,0.05,0.05228758169934641,0.0,0.046023688663282575,0.04779411764705882,0.05370843989769821,0.05046948356807512,0.009932279909706547,0.0,0.04563894523326572,0.1596244131455399,0.029411764705882353,0.05777310924369748,0.05865921787709497,0.008888888888888889,0.0586145648312611
