cycle,AL,AR,AZ,CA,CO,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,0.593893869638963,0.49418742586002373,0.5797665369649806,0.5191229805473129,0.5211486224291813,0.6264902587961617,0.5674488267598602,0.4130052724077329,0.6104417670682731,0.6198770491803278,0.5533362281082645,0.6031092821216278,0.6021095437793875,0.6336551264980027,0.8985507246376812,0.6330798479087453,0.5569620253164557,0.4098586694243364,0.6009723261032162,0.5035799522673031,0.5112692763938316,0.5538679914833216,0.4577603143418468,0.5451977401129944,0.5313238770685579,0.48385518590998045,0.4880403774412991,0.6372549019607843,0.6054717861029069,0.5646145313366612,0.537621359223301,0.6793002915451894,0.4516957862281603,0.49295774647887325,0.5937992643194955,0.4894422067618699,0.6693227091633466,0.6980227681246255,0.4892178950756357,0.6047166490672299,0.6405282707387536,0.40601503759398494
-11,0.5786393562545721,0.5536114849708389,0.635343618513324,0.5684133915574964,0.5381165919282511,0.7200130733195337,0.5496725496725496,0.4385692068429238,0.620253164556962,0.38672622846202936,0.549675863108699,0.534699272967614,0.6071197411003236,0.6662933930571109,0.7831325301204819,0.6482889733840305,0.5111441307578009,0.4310759711240976,0.599409811877536,0.49292845257903495,0.5224242424242425,0.548888543447847,0.5033738191632928,0.6114864864864865,0.5574302401038287,0.4992533598805376,0.47950727883538635,0.6337209302325582,0.6591745531019979,0.56,0.5124338624338625,0.6830031282586028,0.38362512873326465,0.463935372186959,0.5774993189866522,0.556562568246342,0.6350148367952523,0.7085933749399904,0.494570749915168,0.5610948191593352,0.823076923076923,0.4307692307692308
-10,0.5733068717439841,0.5318144499178982,0.5746734809767178,0.5561993047508691,0.516687790452049,0.45555451039413036,0.5799127503470156,0.4001591089896579,0.6463414634146342,0.35145784081954295,0.5657431501607225,0.5379746835443038,0.6141857086250165,0.6242230509678565,0.7181818181818181,0.6553571428571429,0.5660377358490566,0.40944300995942456,0.5585654330408241,0.527228721258572,0.5495049504950495,0.5731543624161074,0.4950071326676177,0.6487341772151899,0.5562248995983936,0.5169491525423728,0.46251171508903466,0.6524239934264585,0.587473903966597,0.5478950579621721,0.5526375884905229,0.7009544008483564,0.3714131023280996,0.4532967032967033,0.6061695118298892,0.5023098591549295,0.6178107606679035,0.7184043517679057,0.5052830783788046,0.5737881508078995,0.69377990430622,0.5804195804195804
-9,0.5577414409810935,0.5425852866094222,0.5610040863981319,0.5739505688505296,0.5425207152202355,0.6152357251486243,0.5447466982061896,0.3756574004507889,0.6617210682492581,0.346646571213263,0.5652658389048074,0.5429382540809085,0.6085925512623797,0.6371453138435081,0.7160493827160493,0.6319569120287253,0.5481099656357389,0.4101876675603217,0.5935152234084619,0.509541209906618,0.5300480769230769,0.5338592052388749,0.4645161290322581,0.5632911392405063,0.528146742567995,0.5572289156626506,0.4524705882352941,0.651501364877161,0.594001980478144,0.5958445040214477,0.5406103286384977,0.7197674418604652,0.3725382932166302,0.4929328621908127,0.5207133058984911,0.4948332550493189,0.6297539149888143,0.688386524822695,0.48974528613959645,0.584920326467159,0.6607680722891566,0.4852941176470588
-8,0.5653585926928282,0.5196322067594433,0.5528547201808932,0.6118543607112616,0.5299815498154982,0.6033356258596974,0.5343927893738141,0.4210985178727114,0.6192170818505338,0.2978723404255319,0.5650897790055248,0.5459418070444104,0.6054623719756568,0.6138816524004466,0.6916299559471366,0.6788617886178862,0.5313531353135313,0.4222398100514444,0.6099261689909762,0.503209242618742,0.5676923076923077,0.5292939409113671,0.4634146341463415,0.6061643835616438,0.5346740638002774,0.5232753785754347,0.46416291986247027,0.6775956284153005,0.597810789679437,0.5957926371149511,0.5173001949317739,0.7028493894165536,0.35485651214128033,0.47456612806702575,0.5670072115384616,0.48194754792426203,0.6190476190476191,0.6646455223880597,0.4971505196111297,0.6011021619330225,0.6439260563380281,0.44036697247706424
-7,0.5408748114630467,0.525,0.5671121441022661,0.5666666666666667,0.5515179392824286,0.6037860082304527,0.5380357832410864,0.39793038570084666,0.6008064516129032,0.35385704175513094,0.5599136379992803,0.5555555555555556,0.600868003591739,0.611472275334608,0.7087378640776699,0.655310621242485,0.5413907284768212,0.46947194719471946,0.6481135599551737,0.5119855269109,0.592140921409214,0.5317489114658926,0.4816112084063047,0.5645161290322581,0.5560194850382741,0.39906103286384975,0.48273346303501946,0.6679802955665025,0.6025719534598898,0.6049573973663827,0.5437866927592955,0.6557788944723618,0.360529217199559,0.489281210592686,0.5679730557256583,0.4645951968308987,0.5904,0.6756963966266292,0.497196261682243,0.5864496260448746,0.6854262914741706,0.4222222222222222
-6,0.5446049277824979,0.5310831019013031,0.5939675174013921,0.5849085135339482,0.5551378446115288,0.6590653785666143,0.552322104843532,0.3701039168665068,0.7856191744340879,0.3275862068965517,0.5703329266166987,0.55078125,0.6253809919645331,0.6138076046959874,0.7177033492822966,0.6767676767676768,0.5263157894736842,0.40620031796502387,0.5873370577281192,0.5674398625429553,0.563971340839304,0.5557704706640877,0.5,0.5039370078740157,0.5760869565217391,0.5846407927332783,0.4608695652173913,0.6785418392709196,0.6018840579710145,0.5771503611293499,0.5258358662613982,0.683252427184466,0.3934252386002121,0.47299602046617395,0.5742840095465394,0.49693436526284046,0.6112759643916914,0.6731064763995609,0.4789700943547097,0.5893550893550894,0.7031107044830741,0.38461538461538464
-5,0.5576713819368879,0.5100240577385726,0.5705467372134039,0.5649308903889425,0.5360956856044425,0.6342179283355754,0.5459227467811159,0.42298850574712643,0.6333333333333333,0.3056962025316456,0.5676350026733202,0.5401034928848641,0.6414700098328416,0.6038480513073508,0.6964285714285714,0.6766467065868264,0.5234270414993306,0.4281632653061225,0.6091825307950728,0.5091657313879536,0.5536332179930796,0.5315845824411135,0.49050632911392406,0.6401028277634961,0.5680159256801592,0.5230034722222222,0.4691268692715871,0.6688311688311688,0.5976132190942472,0.5129469790382244,0.5256348826066124,0.6699386503067485,0.37335439705107953,0.4980587909040488,0.5844323765192656,0.4979919678714859,0.6217105263157895,0.6812565445026179,0.5035674647217377,0.5909255898366607,0.7135531135531136,0.42857142857142855
-4,0.6901266840941082,0.49959316517493896,0.5618029739776952,0.5569079987353778,0.49459108610990915,0.6246773995329974,0.5954358456881161,0.3934563758389262,0.6390041493775933,0.3023399014778325,0.5835055096418733,0.5505544683626875,0.6169941311559071,0.5950920245398773,0.7432432432432432,0.6504672897196262,0.525,0.43812451960030746,0.5954650016431153,0.49661144578313254,0.550561797752809,0.5428338319282023,0.4761215629522431,0.5765765765765766,0.5648665425201738,0.5574448529411765,0.45641838351822506,0.6368670886075949,0.5978176149649259,0.5282555282555282,0.5679806918744972,0.6623529411764706,0.3685528292438658,0.4977194982896237,0.5374471261507838,0.47321340804089257,0.6044776119402985,0.6998841251448435,0.48477002741395064,0.5544373284537969,0.6452576549663929,0.4827586206896552
-3,0.5931847968545216,0.4921334172435494,0.5584835876098012,0.5520284917931249,0.5321782178217822,0.6254299608587356,0.5335797349679978,0.3739463601532567,0.6204379562043796,0.30996309963099633,0.5610346392376342,0.5383631713554987,0.6135538018288864,0.6150065530799476,0.75,0.6522556390977443,0.541343669250646,0.4369266055045872,0.6336467427803896,0.48542641237855344,0.5523590333716916,0.5455978975032851,0.4737654320987654,0.6233333333333333,0.5181876196553925,0.5488392466053439,0.42792470812485106,0.660234899328859,0.5952956134774317,0.5044642857142857,0.531823599523242,0.7255297679112008,0.38069835111542194,0.4721148536720044,0.5611097823487204,0.47187530254622906,0.568922305764411,0.6956347617140569,0.47935533384497314,0.5457129322595926,0.6679389312977099,0.5294117647058824
-2,0.6057416267942584,0.5434054898460166,0.5630405097860719,0.5812039101354828,0.5070362473347548,0.6174775190223657,0.5196200949762559,0.3961661341853035,0.6483253588516746,0.3050058207217695,0.5588728103579589,0.5470031545741325,0.604067447547947,0.6268943027047765,0.7867647058823529,0.6648550724637681,0.5052950075642966,0.41853281853281854,0.6190803019903912,0.470990990990991,0.515358361774744,0.5436815388725621,0.5056726094003241,0.5638297872340425,0.5034267912772585,0.4856418918918919,0.450329717081472,0.6390354182366239,0.6052210974960043,0.542098445595855,0.53125,0.667016806722689,0.3533077660594439,0.44660734149054504,0.5524183648416401,0.46175908221797324,0.5591549295774648,0.6824742268041237,0.4864784546805349,0.5683116883116883,0.6682551319648093,0.4959349593495935
-1,0.5971802618328298,0.4970403587443946,0.5976223136716964,0.545758081651237,0.5109868158210148,0.6247955129703202,0.5226113851040709,0.38769230769230767,0.6651270207852193,0.315820198482195,0.5452586206896551,0.5373443983402489,0.6140240842950326,0.6291401026278961,0.7522522522522522,0.6021505376344086,0.5732484076433121,0.3866057838660578,0.6334507042253521,0.5345070422535211,0.5131313131313131,0.5403750478377344,0.4495548961424332,0.6580459770114943,0.506900878293601,0.5587520259319287,0.4661531279178338,0.6238738738738738,0.598220043853992,0.5412275263484191,0.5176443094180884,0.6677115987460815,0.46536548029085345,0.4410005437737901,0.5584642233856894,0.4984145286826175,0.5462085308056872,0.6825688073394496,0.4788773571115334,0.5763525305410122,0.6414575455482984,0.49635036496350365
0,0.5965327029156816,0.5402397260273972,0.573282075925036,0.5518283469326081,0.5289290110791958,0.6139981273408239,0.5208207081637953,0.34352941176470586,0.7068965517241379,0.31366120218579235,0.5560391730141458,0.5244055068836045,0.6127262753702688,0.6088204198761517,0.7048458149779736,0.6115326251896813,0.5113464447806354,0.3824971708789136,0.6582045621780721,0.5111287758346582,0.4077079107505071,0.5509347060417231,0.4888888888888889,0.49441340782122906,0.4918509895227008,0.5447347585114806,0.46716175446739383,0.6441717791411042,0.5798237022526934,0.5845974329054843,0.5230240549828179,0.6615746180963572,0.35660957400087834,0.4481441048034934,0.5734058329214039,0.47783403947504394,0.5508274231678487,0.6896880209573708,0.4610600706713781,0.5538116591928252,0.6640029059208137,0.4846153846153846
1,0.5931301402999516,0.5252328351743556,0.589293747188484,0.5173955567975409,0.514487079091621,0.6121945488721805,0.5416031181155736,0.3688293370944993,0.6937354988399071,0.30244173140954494,0.5484105095079111,0.5552747946936197,0.6214717120670529,0.5982129335150689,0.7511520737327189,0.7516233766233766,0.5173913043478261,0.39012251148545174,0.64192,0.499340804218853,0.6459276018099548,0.5617992525360385,0.4251012145748988,0.606516290726817,0.5200892857142857,0.544,0.47555983626294246,0.665929203539823,0.582219338092148,0.5122399020807834,0.4982535442777892,0.7153772683858644,0.3984855655466162,0.3870082342177493,0.576593279258401,0.4807579605391678,0.5455696202531646,0.6823399558498896,0.4842257597684515,0.5541539799913006,0.6699460488733735,0.37333333333333335
2,0.6124389617065021,0.4980834752981261,0.5894829871851525,0.5249328157659002,0.5208247422680412,0.6186131386861314,0.5270726847440007,0.4039444850255661,0.6365638766519823,0.3265661252900232,0.5529340592861464,0.5405750798722044,0.6138522427440634,0.6702819956616052,0.7857142857142857,0.6440677966101694,0.5846354166666666,0.4180238870792617,0.5953863053826437,0.5090634441087614,0.575,0.5283960092095165,0.5254957507082153,0.5257731958762887,0.5190839694656488,0.501531393568147,0.4608070500927644,0.6646010844306739,0.582492539434418,0.4860050890585242,0.5035815064032994,0.6890927624872579,0.38308026030368764,0.45398394070413833,0.5687786075644423,0.48535358516619,0.5972396486825596,0.6837000236574403,0.48242581388648803,0.5761527713088029,0.6696490020646937,0.48
3,0.5927116827438371,0.5074121135112241,0.5835680751173709,0.54296875,0.5165125495376486,0.601090767432801,0.5302862419205909,0.3870481927710843,0.6349206349206349,0.32091346153846156,0.5584073708456729,0.5467128027681661,0.6128849957615146,0.603126007089913,0.7251184834123223,0.5825825825825826,0.5863945578231292,0.409652971679298,0.6531365313653137,0.4955235500194628,0.555984555984556,0.511689340906089,0.4633431085043988,0.540785498489426,0.5193026151930261,0.5386221294363257,0.48708109490918394,0.6423416198877305,0.5787815126050421,0.511520737327189,0.5033211913434754,0.6697819314641744,0.39928607853136155,0.43638525564803804,0.5768844221105528,0.504282552208642,0.5248933143669986,0.6781136638452236,0.4834250037163669,0.5550098231827112,0.6697215368346845,0.4329896907216495
4,0.6097898230088495,0.5405470830307432,0.583605030274802,0.5263897564022486,0.5243629861421547,0.6209150326797386,0.5289893617021276,0.40218238503507403,0.6314496314496314,0.30518697225572977,0.5582508250825082,0.5299202127659575,0.6146592370338619,0.5981308411214953,0.7181818181818181,0.6061705989110708,0.6870056497175141,0.4179626749611198,0.6174363057324841,0.5123132821962051,0.5631443298969072,0.5425824175824175,0.47707736389684813,0.5523255813953488,0.5805871779508688,0.5410362219165521,0.48153104925053536,0.625,0.5753869969040247,0.4939271255060729,0.5032723990069962,0.6544202066590127,0.3534018600097895,0.4571259609698403,0.5426727229261296,0.47535988231585585,0.6094182825484764,0.690406976744186,0.4964517124344338,0.5570111596312469,0.6617328519855595,0.5491803278688525
