cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MI,MO,MS,MT,NC,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,VA,WA,WI
-12,817,1497,96,347,450,1102,1546,66,67,500,398,365,496,17,140,140,24,1533,14,0,996,89,265,207,875,7,366,139,716,469,337,127,216
-11,854,1564,92,343,440,1022,1537,41,61,552,436,384,548,26,146,119,19,1557,22,0,702,91,266,222,939,11,393,159,673,490,321,165,229
-10,843,1571,103,381,374,970,1424,53,77,559,421,322,467,25,167,174,25,1504,26,0,695,86,257,218,835,9,357,157,637,468,332,167,242
-9,783,1637,98,351,388,1022,1428,62,81,540,444,300,510,33,144,142,15,1526,8,0,704,100,255,236,802,13,369,172,674,475,297,207,222
-8,582,1091,75,270,315,724,1058,56,62,452,334,235,340,19,120,167,10,1081,22,0,466,87,194,181,536,10,219,113,451,331,227,89,174
-7,657,1260,104,317,315,884,1341,72,58,450,334,276,467,14,128,129,13,1129,27,0,620,92,199,158,651,8,278,140,577,422,264,156,180
-6,866,1697,107,416,458,1002,1662,56,82,563,504,363,479,14,164,182,18,1610,37,0,765,106,249,246,913,10,394,180,740,468,326,181,237
-5,906,1649,99,366,432,1019,1616,74,87,571,467,375,571,18,150,127,17,1424,41,0,826,108,271,252,944,16,399,162,678,470,321,197,212
-4,886,1596,83,355,384,1077,1559,68,74,575,444,402,515,17,163,120,14,1013,37,0,764,97,274,211,926,10,361,175,653,396,328,152,220
-3,815,1502,79,354,406,1611,1422,59,64,546,359,450,494,14,163,153,20,959,23,0,748,126,228,206,925,13,345,157,604,401,294,175,278
-2,801,1346,105,293,335,900,1383,45,77,465,388,370,437,8,171,170,19,874,30,0,742,105,250,137,882,12,348,165,548,343,260,158,254
-1,720,1289,90,282,369,896,1290,54,66,448,333,373,438,9,143,145,20,807,31,0,666,87,213,144,880,12,337,160,511,356,302,172,210
0,682,1283,96,329,465,1126,1368,58,82,470,357,339,436,18,133,155,24,922,39,0,789,144,238,178,848,10,326,158,577,370,302,159,230
1,765,1529,118,337,393,1135,1510,63,77,536,464,443,520,44,171,143,13,1049,31,32,818,167,255,164,991,8,371,153,665,421,303,228,232
2,976,1454,123,299,403,1102,1619,56,89,521,438,435,467,48,157,133,27,1201,54,297,785,156,248,184,632,15,337,140,770,429,286,182,263
3,779,1445,108,241,363,1085,1542,61,95,465,419,391,517,32,157,149,17,1386,40,309,808,132,241,153,879,17,388,163,707,512,296,224,218
4,941,1273,111,237,389,1177,1543,61,93,566,384,393,510,29,148,147,18,1543,15,366,790,126,253,140,851,16,334,189,707,463,348,226,207
5,913,1314,87,238,371,940,1429,60,94,545,377,415,532,33,137,138,15,1524,33,421,808,102,263,171,866,18,286,188,727,473,324,260,261
6,839,1333,86,254,365,1020,1455,56,97,493,393,372,482,37,127,148,9,1475,51,297,778,126,244,127,806,14,674,212,660,479,307,239,299
7,933,1311,107,215,389,968,1358,57,101,516,371,384,503,22,142,133,24,1417,35,299,696,130,251,152,951,15,375,181,727,450,339,221,252
8,907,1349,102,223,415,981,1482,72,98,528,433,360,501,33,140,162,22,1497,39,358,760,123,264,178,956,17,404,187,773,500,325,268,240
9,903,1298,93,246,343,1015,1369,64,102,450,380,382,521,49,129,165,15,1438,31,329,689,121,248,153,831,32,417,167,733,525,307,258,239
10,747,1168,97,240,355,906,1404,73,125,521,385,408,498,46,115,164,17,1166,36,297,627,137,254,125,850,17,386,171,686,473,286,272,241
11,754,911,99,199,297,826,1349,72,86,456,383,337,408,33,102,139,18,1224,26,289,575,106,184,150,816,26,373,151,698,437,285,249,196
12,661,897,108,217,344,798,1144,55,87,412,331,319,385,40,104,116,13,1250,27,306,521,113,190,128,776,25,342,167,606,353,265,304,197
13,651,915,95,220,338,874,1234,44,91,397,353,304,451,46,112,168,28,1198,30,301,559,132,210,111,844,26,318,191,558,387,230,293,232
14,818,1056,105,231,389,1025,1452,57,78,424,331,495,458,33,120,197,14,1400,37,315,573,114,248,111,781,25,384,151,650,425,289,288,214
15,828,1159,82,218,323,1029,1476,46,109,387,389,454,436,47,131,227,22,1514,31,304,599,113,241,131,856,38,434,158,736,451,354,311,216
16,961,1054,123,219,317,969,1379,69,94,358,426,326,506,43,134,233,14,1406,35,347,539,109,287,128,860,48,450,178,715,402,290,334,233
17,956,1208,106,211,347,971,1553,62,126,413,382,373,484,57,115,168,23,1380,41,521,631,117,295,229,899,57,512,183,772,450,314,313,236
18,805,1091,108,245,321,998,1433,55,108,424,377,378,494,67,125,197,22,1450,33,357,675,101,358,195,871,113,505,223,724,463,337,354,250
19,786,1075,101,248,305,974,1444,59,108,388,202,373,484,37,63,264,19,1401,41,364,643,123,304,171,902,177,447,190,747,456,295,282,257
20,913,1169,113,239,239,973,1478,58,110,409,140,432,551,33,64,374,23,1485,57,343,638,126,315,179,816,224,471,221,749,429,291,323,306
21,774,1134,96,225,15,1028,1438,54,108,421,236,392,508,48,149,460,28,1365,49,386,504,91,352,168,878,199,364,182,742,424,365,354,234
22,667,1045,99,205,37,887,1502,50,131,350,207,389,479,47,137,397,28,1357,56,328,609,113,350,175,878,176,490,190,681,455,314,317,249
23,793,1027,105,203,51,896,1374,50,153,314,202,338,502,31,108,257,5,1293,50,268,595,94,284,151,797,162,435,171,645,429,293,260,235
24,724,875,106,170,52,853,1273,43,124,264,184,293,405,31,97,296,15,1211,57,310,610,110,251,151,858,141,408,147,664,398,255,267,238
25,641,799,96,203,38,780,1231,51,117,261,164,340,328,28,96,181,13,1157,55,242,571,83,257,127,765,124,372,159,576,348,251,262,186
26,617,820,98,214,275,768,1218,44,158,279,173,270,306,32,114,217,29,1312,62,269,557,71,284,149,898,136,442,161,583,367,264,294,248
27,595,783,87,178,307,693,1146,66,143,254,180,259,424,20,101,209,26,1089,55,290,530,69,279,155,861,119,421,128,593,386,226,244,195
28,562,884,86,179,266,594,1149,52,126,260,188,267,362,33,93,175,15,1185,54,224,486,80,280,169,867,164,397,134,612,349,252,256,168
