cycle,AL,AR,AZ,CA,CO,FL,GA,IA,IL,IN,KS,KY,LA,MD,MI,MN,MO,MS,MT,NC,ND,NE,NJ,NM,NV,NY,OH,OK,OR,PA,SC,SD,TN,TX,UT,VA,WA,WI,WV,WY
-12,0.0,0.0,0.0,0.01020408163265306,0.0,0.003105590062111801,0.0035321821036106748,0.0,0.007575757575757576,0.0,0.0,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.014354066985645933,0.0,0.0,0.0,0.0,0.011764705882352941,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-11,0.010416666666666666,0.027777777777777776,0.0,0.028169014084507043,0.0,0.005194805194805195,0.002793296089385475,0.0,0.0,0.0,0.0,0.0,0.03164556962025317,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.006535947712418301,0.0,0.0,0.0,0.0,0.0,0.04407294832826747,0.0044444444444444444,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-10,0.0,0.0,0.0,0.02666666666666667,0.016483516483516484,0.0,0.002600780234070221,0.0,0.0,0.0,0.0,0.002537080405932865,0.00847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003527336860670194,0.005917159763313609,0.0,0.0,0.0
-9,0.011627906976744186,0.0,0.0,0.0,0.0,0.0,0.00013326226012793177,0.0,0.0,0.0,0.0,0.011494252873563218,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011152416356877323,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-8,0.01020408163265306,0.0,0.0,0.0,0.0,0.0035714285714285713,0.0019645375780777755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008017492711370262,0.0,0.0,0.0,0.0,0.0,0.0,0.0041841004184100415,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.0,0.0,0.00364741641337386,0.0,0.0,0.047619047619047616,0.0
-7,0.010752688172043012,0.020833333333333332,0.0,0.0,0.0,0.0,0.001483679525222552,0.0,0.0,0.007633587786259542,0.0,0.0,0.018983268983268985,0.0,0.0,0.0,0.0070921985815602835,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-6,0.0,0.0,0.0,0.00892857142857143,0.0,0.0020491803278688526,0.0023391812865497076,0.0,0.0,0.0,0.0,0.0047169811320754715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.00974025974025974,0.0,0.0,0.07692307692307693,0.0,0.018691588785046728,0.0,0.0,0.0,0.0,0.005681818181818182,0.0,0.0,0.0
-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0022988505747126436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008547008547008548,0.0,0.0,0.024801587301587304,0.0,0.0,0.0,0.012422360248447206,0.0,0.0,0.1111111111111111,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.011049723756906077,0.0,0.0,0.0
-4,0.010101010101010102,0.017241379310344827,0.0,0.0,0.0,0.0,0.001332085253456221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006714285714285714,0.0,0.0,0.0,0.0
-3,0.00347661188369153,0.0,0.0,0.0,0.0,0.0,0.00042794895736072205,0.0,0.0,0.0,0.0,0.00398406374501992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.029936974789915968,0.0,0.0,0.0,0.004347826086956522,0.010638297872340425,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0
-2,0.0,0.0,0.0,0.0,0.0,0.0021008403361344537,0.0020639834881320948,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011857707509881422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010101010101010102,0.0,0.0,0.0,0.0
